,title
19918,"Assad aide says Syria will fight any force, including U.S.-backed militias"
19919,Nigerian military labels Biafra separatist group a terrorist organization
19920,"Trump to 'slap' foes, embrace friends in first U.N. speech:"
19921,"FACTBOX: Oil companies in Caribbean, southeast U.S. continue restart after Irma"
19922,Trump to meet with long list of leaders in New York next week -White House
19923,"More than a third of German voters undecided before election, poll shows"
19924,British police 'chasing down suspects' after train bombing
19925,"Britain raises security threat level to critical, PM May says"
19926,Lebanon says foils attacks after warnings from foreign embassies
19927,Erdogan says will discuss case of ex-Turkish minister with Trump during visit
19928,Latin American nations seek Venezuela crisis mediation
19929,Islamic State claims responsibility for London blast: Amaq news agency
19930,Pakistani court sentences Christian man to death for blasphemy
19931,Iceland PM calls snap election after coalition party quits over 'breach of trust'
19932,Euro zone enlargement call sparks backlash in Germany
19933,"Italy's 5-Star launches vote for leader, Di Maio hot favorite"
19934,Vatican recalls Washington diplomat amid child pornography investigation
19935,Burundi says U.N. office break-in may have been fabrication
19936,U.S. nearing limits of diplomacy on North Korea: Trump adviser McMaster
19937,"Turkey's Erdogan: Iraqi Kurds' decision not to postpone referendum ""very wrong"""
19938,Russia: Syria government forces now on east bank of Euphrates river
19939,Greece sees no need for precautionary credit line to exit bailout
19940,Iceland PM calls snap election after a coalition party quits
19941,Rights groups condemn Saudi arrests as crackdown on dissent
19942,Tanzania charges officials with economic sabotage over seized diamonds
19943,Switzerland voters likely to weigh in on facial covering ban
19944,Merkel warns Hungary of financial consequences of defying EU on migrants
19945,Rohingya grieve after baby dies in border crossing
19946,Qatar's emir says ready to talk to end Gulf crisis
19947,Spain passes measures to control Catalan finances ahead of independence vote
19948,Spain to control Catalan spending as long as 'exceptional' situation continues
19949,Spain will not rule out exceptional measures over Catalonia
19950,Crocodile kills British journalist holidaying in Sri Lanka
19951,"North Korea deepening economic, diplomatic isolation:"
19952,Norway foreign minister becomes president of World Economic Forum
19953,Puerto Rico opens arms to refugees from Irma's Caribbean chaos
19954,Deadly riots block mining operations in Guinea bauxite town
19955,"U.S. wants to see North Korea sanctions bite, no options ruled out"
19956,Tillerson says North Korea's aggression endangers 'entire world'
19957,Turkey releases French journalist detained on Iraqi border
19958,"Possible Thales, Leonardo role in Franco-Italian ship talks:"
19959,Two women injured by hammer-wielding attacker in eastern France
19960,Irish PM not optimistic Brexit talks will move onto next stage in October
19961,Trump says to call UK's May on Friday following train blast
19962,Britain has identified a suspect in London train bomb:
19963,Romanian soldier killed in Afghanistan convoy attack
19964,UK police arrest suspected knifeman near Birmingham train station:
19965,Part of West London metro line closed due to earlier bomb
19966,"Malaysia identifies victims of religious school fire, amid outrage over safety"
19967,"Zambian president urges unity as government, opposition prepare for talks"
19968,Merkel can well imagine a European finance minister
19969,Putin and Macron discuss North Korea's missile launch:
19970,Macron enacts public ethics law with a whiff of U.S.-style razzmatazz
19971,Labour and National even in tight New Zealand election race: Roy Morgan poll
19972,U.N. chief condemns North Korea missile launch
19973,UK police making urgent inquiries to find who was behind metro incident
19974,U.S. majority backs military action vs. North Korea:
19975,Lack of clear UK stance making Brexit talks tough:
19976,Putin discusses North Korean missile test with his security council:
19977,"Suspected U.S. drone strike targets militants in Pakistan, regional official says"
19978,What we know so far about the London train bomb
19979,Russia says North Korea's latest missile launch flouted U.N. resolutions:
19980,Turkey detains main opposition leader's lawyer over coup links
19981,France condemns latest North Korean missile launch
19982,London Mayor says police presence to increase after metro explosion
19983,"Turkey, Iran and Russia to deploy observers in 'safe zones' around Syria's Idlib:"
19984,"Trump denounces attack in London, urges 'proactive' steps"
19985,"London metro station incident caused by bomb, top UK police officer says"
19986,Key southern Thailand insurgent group says current talks doomed
19987,British PM May outraged at North Korea's 'reckless provocation':
19988,"Eighteen injured in west London incident, none seriously: UK ambulance service"
19989,"Knifeman attacks soldier in Paris subway, terrorism probe opened"
19990,Kremlin calls North Korea's latest missile launch another 'provocation'
19991,Device used during London metro incident did not fully detonate:
19992,Germany condemns latest North Korea missile test in strongest terms
19993,Ukraine's Poroshenko suggests IMF-backed anti-graft court will take time
19994,IMF's Lipton says Ukraine risks going backwards
19995,UK PM May will chair meeting of emergency committee after west London incident
19996,Pakistan's top court rejects challenges to removal of ex-PM Sharif
19997,British police say 'terrorist incident' at London metro station
19998,Risk of Afghan civilian casualties could damp support for U.S. strikes on militants
19999,UK's May 'receiving regular updates' on London tube station incident:
20000,"UK transport police leading investigation of London incident, counter-terrorism police aware"
20001,Pacific nations crack down on North Korean ships as Fiji probes more than 20 vessels
20002,Three suspected al Qaeda militants killed in Yemen drone strike
20003,Chinese academics prod Beijing to consider North Korea contingencies
20004,Flames raced along train at west London station:
20005,London police advise people to avoid area near station incident
20006,London ambulance service sends hazardous area response team to station incident
20007,Witness says injured in stampede at London station:
20008,UK says world will stand together against North Korea after missile launch
20009,"China urges peaceful, diplomatic resolution to North Korea tensions"
20010,Swedish PM survives vote of no-confidence
20011,Russia's Lavrov and U.S. Tillerson discuss Syria:
20012,Peru's Congress ousts cabinet as political crisis deepens
20013,Taiwan jails mainland Chinese man on national security charge
20014,"Philippines orders retraining, reassignment of 1,200 police after alleged abuses"
20015,South Korea's Moon says North Korea provocations will result in more isolation
20016,Cambodia PM calls on U.S. to withdraw Peace Corps volunteers
20017,Australia to move 200 asylum seekers to new PNG detention center
20018,Japan PM says U.N. sanctions on North Korea must be firmly imposed
20019,Brazil's Temer faces new graft charges over JBS testimony
20020,U.N. Security Council to meet on North Korea missile test on Friday
20021,"Saviors or profiteers? Bangladesh fishermen rescue Rohingya, for a price"
20022,U.S. nuclear commander says assuming North Korea tested hydrogen bomb
20023,"China, Russia must take direct action against North Korea:"
20024,"South Korea condemns North Korea missile launch, says will boost response ability"
20025,U.N. seeks 'massive' help for Rohingya fleeing Myanmar 'ethnic cleansing'
20026,"Hurricane Max downgraded to tropical storm, moves inland over Mexico"
20027,North Korea launch put millions in Japan into 'duck and cover':
20028,Western powers press Iraq Kurd leaders to shelve 'very risky' independence vote
20029,Japan foreign minister thinks North Korea missile was ICBM:
20030,Catalan independence campaign kicks off as Barcelona gives backing
20031,Japan's Suga: government strongly protests latest N Korea missile launch
20032,Brazil's Temer says new graft charges part of 'irresponsible campaign'
20033,"North Korea threatens to 'sink' Japan, reduce U.S. to 'ashes and darkness'"
20034,Mexico accepts Israeli offer to help develop Central America
20035,U.S. extends some Iran sanctions relief under nuclear deal
20036,"Brazil prosecutors seek to extend Batista detention, source says"
20037,"Myanmar faces 'defining moment', must stop the violence:"
20038,U.S. citizen fighting for Islamic State surrenders in Syria:
20039,U.S. calls on China to use 'powerful tool' of oil to sway North Korea
20040,Irma creates bittersweet travel bonus for luckier Caribbean islands
20041,Irma shakes Havana's deadly crumbling buildings
20042,Hostile same-sex marriage vote spurs Australia to amend anti-hate law
20043,U.S. must consider broader Iran threats when formulating new strategy:
20044,Yemen's Houthi leader says could target Saudi oil tankers if Hodeidah attacked
20045,Kremlin accuses West of 'whipping up hysteria' over Russian war games
20046,Head of Russian general staff reassures NATO over war games:
20047,Toll of U.S. staff hurt in mysterious Cuba incidents now 21:
20048,"Fearing Russia, Sweden holds biggest war games in 20 years"
20049,"Trump says he will visit Japan, South Korea, China in November"
20050,Trump to meet Latin American leaders with eye on Venezuela
20051,Bulgarian court sentences three Syrians on terrorism charges
20052,Turkey feels betrayed over EU accession but still wants to join the club
20053,Trump says Iran is violating 'spirit' of Iran nuclear deal
20054,Italy's Northern League criticizes magistrates after bank accounts frozen
20055,France calls for rapid resolution in case of journalist arrested in Turkey
20056,Brazilian police raid home of farm minister in graft probe
20057,"Germany should be proud of its WW2 soldiers, far-right candidate says"
20058,U.S. will stand be steadfast ally to Britain as Brexit takes shape:
20059,"U.S. sanctions seven Iranian individuals, two entities"
20060,Turkish police fire tear gas at protesters outside hunger strikers' trial
20061,"France to make armed street patrols more random, nimble"
20062,No country for migrant stowaways caught on ferry between Ukraine and Turkey
20063,Support for German SPD slumps to lowest this year:
20064,Lawyer assisting in murdered Italian student investigation detained in Egypt
20065,Kirkuk governor says Iraqi parliament vote to remove him 'unlawful'
20066,leader Barzani condemns Iraqi parliament vote to remove Kirkuk governor: Kurdish
20067,Kurdish leaders studying western delegation plan to delay referendum
20068,U.S. special envoy encouraged that Kurds could embrace plan to delay referendum
20069,"Suicide attacks on restaurants, checkpoint, kill 60 in southern Iraq"
20070,Three more cars torched in South African taxi war
20071,EU executive warms to Franco-German call on emergency border checks
20072,U.S.-backed forces not planning on entering Deir al-Zor city
20073,Britain backs Libyan plans to work towards elections next year
20074,U.S. considering wider Iran threat as part of its policy on nuclear deal:
20075,Catalonia refuses to send weekly accounts to Madrid before referendum
20076,Islamic State claims responsibility for suicide attacks in southern Iraq:
20077,"EU sticks to Libya strategy on migrants, despite human rights concerns"
20078,Mexicans' positive view of the U.S. collapses in Trump era:
20079,Myanmar’s Suu Kyi working to get aid to Rohingya:
20080,Ryanair loses EU court battle to keep Irish law for crew abroad
20081,Hammond says UK 'very close' to deal on EU citizens' rights
20082,Swedish opposition parties drops vote of no confidence in defense minister
20083,Brazilians toil for gold in illegal Amazon mines
20084,Hungary's Fidesz prepares campaign against 'Soros plan' for migrants
20085,Balkan police break up Turkish migrant smuggling ring
20086,"EU: spot checks show confusion, not conspiracy in Kenyan election"
20087,"In a first, Myanmar's 'ethnic cleansing' unites Suu Kyi's party, army and public"
20088,India calls Rohingya refugees 'threat to national security'
20089,"London fire inquiry starts amid anger, despair of survivors"
20090,All the president's women: Duterte's fiercest critics and a surly political heir
20091,"A dead dictator, his rusting boat and a fight for history"
20092,Independent Catalonia would need to apply to join EU:
20093,Red Cross halts aid to swathe of South Sudan after staff member killed
20094, Quotes on Suu Kyi's handling of Myanmar's Rohingya crisis
20095,Finland says no ransom paid for released aid worker in Kabul
20096,"Hong Kong's 'One Country, Two Systems' framework under pressure:"
20097,Cambodia suspends cooperation with U.S. in finding war remains
20098,Ukraine gives cautious welcome to Putin's peacekeepers offer
20099,"Russia hunting bomb hoaxers, says targeted by 'telephone terrorism':"
20100,"Russia says close to Syria deal with Turkey, Iran"
20101,Britain seeks to smooth Brexit path for nuclear power
20102,"Russia says close to Syria deal with Turkey, Iran"
20103,At least 19 drown when boat capsizes in northern India:
20104,"With China in mind, Japan, India agree to deepen defense"
20105,Portugal heading for another record year for tourist arrivals
20106,Turkey says expects humanitarian aid can be delivered in Syria's Idlib
20107,"Turkey remains dependable ally in NATO, Erdogan spokesman says"
20108,Iraqi parliament 'has no right' to remove Kirkuk's governor: senior Kurdish official
20109,Russian submarines fire cruise missiles at Islamic state in Syria
20110,"Roadside bombs wound 20, kill soldier in Thailand's troubled south"
20111,Iraqi Kurdish referendum 'historic mistake':
20112,Reborn German liberals could spell trouble for Merkel
20113,In the weeds: How top official got tangled in Nigerian aid scandal
20114,Post-election conundrum awaits Germany's Merkel
20115,Iraqi parliament votes to remove kirkuk governor from office:
20116,Soldiers on Europe's streets dent NATO's defense edge
20117,UK terrorism arrests soar to record level after attacks this year
20118,Boys 'cried from barred windows' as Islamic school blaze kills 23 in Malaysia
20119,Japan's Abe says U.N. resolution must force change in North Korea
20120,German court rules public should have free access to beaches
20121,NZ kingmaker calls for inquiry over China spy report
20122,South Korea's Moon says he's against having nuclear arms despite North Korea threat
20123,UK Foreign Secretary Johnson to hold talks with U.S.' Tillerson in London
20124,Vietnam seeks death penalty for embezzlement by ex-chairman of state energy firm
20125,Support for NZ's Labour Party improves position as frontrunner in election race
20126,"Macedonia wants EU membership process, Greek talks to run in tandem"
20127,Does Myanmar violence amount to human rights crimes?
20128,Coal mine explosion kills nine workers in northern China:
20129,EU workers drift from Britain just as restaurateurs need them most
20130,German wage talks to include new focus: reduced working hours
20131,Austria's leaders reject Juncker's vision for euro expansion
20132,East Timor President says to swear in Mari Alkatiri as PM
20133,Japan refueling U.S. missile defense ships keeping watch on North Korean threat:
20134,13 killed in gang battles in two Mexican states
20135,China's big money trumps U.S. influence in Cambodia
20136,Peru's Kuczynski dares Congress to dismiss entire Cabinet
20137,Florida deaths in sweltering nursing home show post-disaster perils
20138,Guatemala lawmakers curb penalties for illegal election financing
20139,Canadian teens tried to use Christmas lights for bomb:
20140,Brazil's PSD party floats Meirelles' 2018 presidential bid
20141,Risks to Brazil's Temer subside after bungled JBS plea bargain
20142,Juncker: grab Brexit chance to forge a tighter EU
20143,Juncker's EU plan is largely in line with Germany's vision:
20144,Region must do more to pressure South Sudan leaders to end conflict:
20145,North Korea defiant over U.N. sanctions as Trump says tougher steps needed
20146,"Evacuated Islamic State fighters reach Syria's Deir al-Zor, pro-Damascus commander says"
20147,UK PM May to make Brexit speech in Italy on Sept. 22:
20148,Mauritius attorney general steps down amid money laundering probe
20149,"U.N. chief, Security Council call on Myanmar to end violence"
20150,Wife of ex-Uruguay President Mujica becomes vice president
20151,Tunisia parliament approves controversial amnesty for Ben Ali-era corruption
20152,Spain calls Catalan mayors for questioning on independence vote
20153, About 4.2 million still without power in U.S. Southeast after Irma
20154,Angola's opposition loses appeal to annul election result
20155,"Niger, Mali leaders seek funding for new anti-jihadist force"
20156,"Kurds will find it hard to implement independence, says Iraqi foreign minister"
20157,Pakistan kicks out medical charity MSF from country's tribal region
20158,U.N. Security Council condemns excessive violence in Myanmar
20159,"Canada stalls on Mali mission, could hit Security Council bid"
20160,Colombia sees peace with ELN rebels harder than FARC
20161,Utilities in U.S. Southeast restore power to nearly half hit by Irma
20162,Florida nursing home where deaths occurred was not on priority list:
20163,CSX resumes normal train operations into parts of Georgia:
20164,Suicide bomb near cricket stadium in Afghan capital kills at least three
20165,London police arrest woman after incident at Prince George's school
20166,"Guinean forces kill one, wound several in bauxite mining town riot"
20167,Transylvanian dream: Juncker's antidote to 'Brexit nightmare'
20168,Central African Republic defense minister sacked amid growing violence
20169,"Facing potential wheat crisis, Egypt plays down poppy seed risk"
20170,"U.N.'s Guterres calls on Myanmar to end violence, urges aid"
20171,Juncker's proposals in sync with French agenda:
20172,Rape cases fuel anti-migrant angst in Italy ahead of election
20173,Rights groups ask China to stop detaining its critics
20174,Turkey will take its own security measures after Russia defense deal:
20175,France says Turkish-Russia missile deal a sovereign decision
20176,Juncker announces new code of conduct for EU executive members
20177,German parties fret about Turkish voters as Erdogan makes mark
20178,Family of Australian woman fatally shot wants Minnesota cop charged
20179,Saudi calls for social media informants decried as 'Orwellian'
20180,Girl strapped with bomb kills five in Cameroon mosque
20181,"Five militants, two soldiers, killed in Egypt's Sinai"
20182,Buildings evacuated in Moscow after bomb threats:
20183,Russia's Zapad war games unnerve the West
20184,Qatari Emir to meet Turkey's Erdogan in Ankara:
20185,U.S. says air strikes in Somalia kill six al Shabaab fighters
20186,Cambodian opposition blocked from holding memorial service
20187,"Rights groups target police, spy chiefs globally under new U.S. law"
20188,"China backs U.N. call for justice in Yemen, U.S. and Saudis don't"
20189,Nein danke! Merkel spurns challenger's TV duel re-run offer
20190,Macri ally gains ground in Argentina Senate election against Fernandez
20191,"Juncker wants EU finance minister, no separate euro budget or parliament"
20192,Germany deports failed Afghan asylum seekers
20193,"EU to race Britain for Australia, NZ trade deals"
20194,Swedish opposition party to call vote of no-confidence in PM
20195,"Juncker chides EU candidate Turkey, upbeat on Western Balkans"
20196,Hungary rejects 'dead end street' of ceding powers to EU
20197,Israeli legislator quits in dispute over nephew's gay wedding
20198,EU should enforce rules to prevent vetoes on tax reforms:
20199,"As North Korea girds for latest sanctions, economy already feels the squeeze"
20200,Kenyan police fire tear gas after women attacked at election meeting
20201,"Exclusive: At a Russian polling station, phantom voters cast ballots for the 'Tsar'"
20202,Austria's conservatives want schools to make 'sufficient' German compulsory
20203,Key points in Juncker's 2017 annual EU address
20204,EU's Juncker offers carrot and stick to eastern states
20205,Northern Ireland leaders appeal to VP Pence on Bombardier challenge
20206,"French PM shrugs off labor protests, truckers call strike"
20207,Chinese sub docks at Malaysian port for second time this year
20208,"Indonesia tightens rules to curb money laundering, terror funding"
20209,Exclusive: Scandal-hit Vietnam official had been cleared by previous government
20210,"Erdogan adviser sees recovery in Turkey ties with Germany, EU"
20211,UK police release new image of jogger in London bus mystery
20212,United States stops issuing some visas in Cambodia
20213,"Singapore names first woman president, raising eyebrows over election process"
20214,"Japan's 'Dennis Rodman', ex-wrestler Inoki, urges lower tensions over North Korea"
20215,New Slovak education minister appointed after coalition crisis
20216,"Give us some clarity on Brexit, French minister Griveaux tells UK"
20217,Former assistant accuses exiled Chinese tycoon of rape in lawsuit
20218,Israel endorses independent Kurdish state
20219,"China issues guidelines to curb money laundering, terrorism financing and tax evasion"
20220,U.N. seeks 'massive' aid boost amid Rohingya 'emergency within an emergency'
20221,Al Qaeda warns Myanmar of 'punishment' over Rohingya
20222,South Korea confirms traces of radioactive gas from North Korea's nuclear test
20223,"Philippine president's Senate foes, allies vow to block budget cut for rights body"
20224,Northern Ireland fears Brexit loss of EU peacemaking and cash
20225,More than 50 arrested for looting in Miami during Irma:
20226,"Iran arrests Islamic State member, foils attacks:"
20227,Britain's May presses Northern Ireland leaders to restore power-sharing government
20228,Five crew missing after dredger collides with tanker off Singapore
20229,Turkey orders 79 school employees detained in post-coup probe:
20230,"Trump, Malaysia's Najib skirt round U.S. probe into 1MDB scandal"
20231,China says futile to use trial of Taiwanese activist to attack Chinese law
20232,"Trapped by landmines and a creek, Rohingya languish in no-man's land"
20233,Average of polls puts New Zealand's ruling Nationals just ahead
20234,"Israeli leader in Argentina, lauds effort to solve 1994 Jewish center bombing"
20235,Trump likely to visit China during November Asia trip:
20236,"France says Venezuela talks to take place, warns of sanctions"
20237,Hardliners protest French labor reform after Macron chides 'slackers'
20238,Macron may see 'slackers' become protest rallying cry in France
20239,Draining the swamp: Hard-hit Everglades town mops up after Irma
20240,"After Irma, a mixed journey home for Florida evacuees"
20241, About 5.8 million without power in U.S. Southeast after Irma -  utilities
20242,Guatemala federal auditor to probe president's pay bonus
20243,Brazil's top court approves new graft probe of President Temer
20244,"Brazil police suspect Temer, aides involved in corruption"
20245,Macron vows Caribbean rebuild as anger rises against European powers
20246,North Korea says Peru throwing 'gas on the fire' of nuclear spat
20247,Quake pitches past into present in scarred Mexico City district
20248,Violent street protests break out in Haiti over tax hikes
20249,"Biafra separatists, Nigerian army disagree over siege allegations"
20250,Lights still out for 5.8 million U.S. customers after Irma
20251,Myanmar faces mounting pressure over Rohingya refugee exodus
20252,Senate leader opposes 'lecturing' Myanmar leader Suu Kyi
20253,Russia: Moscow does not want to escalate situation around U.S. diplomats - agencies
20254,U.S. diplomatic tiff with Russia should not be escalated:
20255,"Barzani vows to press on with Kurdish referendum, defying Iraq parliament"
20256,"Hezbollah declares Syria victory, Russia says much of country won back"
20257,"In Mexican town, women and 'muxes' take charge after massive quake"
20258,Italian parliament votes to toughen laws against fascist propaganda
20259,U.S. lawmakers want 'supercharged' response to North Korea nuclear tests
20260,"In first, U.S. defense chief to attend Mexican Independence Day events"
20261,May's Conservatives win vote to bolster party's numbers on committees
20262,"U.N. ban on North Korean textiles will disrupt industry and ordinary lives, experts say"
20263,More arrests in apparent Saudi campaign against critics:
20264,Egypt defends human rights position after criticism from OHCHR
20265,Trump to visit Florida on Thursday in wake of hurricane:
20266,Catalan police say Sagrada Familia bomb scare was false alarm
20267,Amnesty International urges Egypt to release detained Nubian activists
20268,Israel's supreme court cancels conscription exemption law
20269,Opposition stays away as Kenyatta warns against 'destructive division'
20270,"Saudi coalition investigates own air strikes, clears itself"
20271,Trump to call Mexico's Pena Nieto in earthquake's wake:
20272,"Germany softens stance on Turkish arms sales, citing security"
20273,FACTBOX: About 6.1 million without power in U.S. Southeast after Irma:
20274,Iraqi PM Abadi says Kurdish independence referendum 'unconstitutional'
20275,Uganda ruling party seeks to scrap age limit to extend president's rule
20276,Graveyard killing of Belgian mayor was 'revenge':
20277,"Riot police, hooded youths clash in Paris at labor reform protest"
20278,Russian military: Syria government troops control 85 percent of Syria - agencies
20279,Air strikes kill 69 in Syrian east since Sunday:
20280,"Russian defense minister, Syria's Assad meet in Damascus:"
20281,"Brexit talks put back a week, EU expects May speech"
20282,Brexit talks postponed to hand negotiators more flexibility:
20283,Bahrain's king issues decree reorganizing National Security Agency
20284,"Qatar, neighbors trade barbs at Arab League over boycott"
20285,Germany mulls adding Turkey to list of states posing high security risk:
20286,Magellan Midstream probes big Texas fuel spill during Harvey floods
20287,Italy court deals blow to 5-Star ahead of Sicily vote
20288,Rich tycoon takes on Iraqi Kurdish leaders over independence
20289,U.N. refugee agency urges Hungary to join EU migrant quota plan
20290,"London seeks ""deep security partnership"" with EU after Brexit"
20291,Merkel calls on Hungary to implement court ruling on refugee distribution
20292,Trump says fresh North Korea sanctions 'nothing' compared to what needs to happen
20293,German police arrest five in raid of Nigerian 'husband' smuggling ring
20294,"Trump, Malaysian PM discuss trade deals, Boeing jets"
20295,Philippine Congress backs annual budget of just $20 for agency probing drugs war
20296,Norfolk Southern resumes limited trains service in Irma-hit areas
20297,EBRD urges Poland to revive privatizations
20298,"In election test, ousted Pakistan PM's heir-apparent takes limelight"
20299,War-ravaged South Sudan may scrap expensive oil subsidies
20300,Nothing formally agreed on moving next round of Brexit talks -UK PM May's spokeswoman
20301,"UK customs ready for 'no deal' Brexit, finance minister says"
20302,Iran strikes deal with Syria to repair power grid
20303,"FPL to restore power in east Florida by weekend, west by Sept. 22"
20304,Poles see dwindling economic benefit of living in Britain
20305,Exclusive: Trump to weigh more aggressive U.S. strategy on Iran - sources
20306,Turkey says German foreign minister's remarks on arms sales inappropriate
20307,Islamic State flags not flying in Bosnia:
20308,Buckeye targets normal operations at Bahamas oil terminal on Tuesday
20309,EU tells easterners to take in refugees
20310,"South African court ruling delivers setback to Zuma, allies"
20311,"North Korea does not want war, world does not want regime change:"
20312,"Russia's Lavrov, Tillerson to meet at U.N. General Assembly:"
20313,"U.S. rejects Cambodian accusations, calls for opposition leader's release"
20314,Germany's Merkel rejects total ban on arms exports to Turkey:
20315,Scottish government recommends rejection of EU withdrawal bill
20316,Policeman stabbed to death in Valencia
20317,"Brazil judge suspends aspects of J&F leniency, asset sales in limbo"
20318,Venezuela Supreme Court has staged effective coup:
20319,North Korean threat highlights NATO missile shield 'weak link'
20320,Brexit law passes hurdle in reprieve for British PM May
20321,"Battered by cyclone, Philippines suffers flooding, landslides"
20322,Treasury's Mnuchin: China may face new sanctions on North Korea
20323,Spanish court blocks second law linked to Catalan referendum
20324,Brussels steps up legal case against Poland over courts overhaul
20325,Turkey detains lawyers of hunger-striking teachers ahead of trial
20326,Protest greets former Trump adviser Bannon at Hong Kong investor event
20327,Exclusive: Zimbabwe's Grace Mugabe says model attacked her with knife
20328,Squeaky-clean Zurich's trash department probed for dirty dealings
20329,Hundreds of Afghans demonstrate against 'offensive' U.S. leaflets
20330,German court stops trial of paramedic who worked at Auschwitz
20331,U.S. officials say about 5-6 million customers without power after Irma
20332,Indian priest kidnapped in Yemen has been freed:
20333,"Hiscox sees higher U.S. property insurance rates after Harvey, Irma"
20334,Britain unconditionally committed to maintaining European security:
20335,Austrian president to insist on pro-EU government after election
20336,Russian Islamic State fighter sentenced to hang in Iraq
20337,Iraqi Kurdish official says Iraqi vote rejecting Kurdish independence referendum is non-binding
20338,"North Korea warns U.S. of 'greatest pain', rejects sanctions"
20339,Romania names new minister to modernize military
20340,Japan's Abe to launch $17-billion Indian bullet train project as ties deepen
20341," Humanitarian crisis in Bangladesh as 370,000 Rohingya flee Myanmar"
20342,Australia kicks off weeks-long same-sex marriage ballot
20343,EU Parliament's Brexit coordinator urges May to address chamber
20344,"Norway's right-wing government wins re-election fought on oil, tax"
20345,"Saudi Arabia says foils Islamic State bomb, foreign spying plots"
20346,German prosecutor demands life for neo-Nazi suspect Zschaepe
20347,France eyes legalizing assisted reproduction for gay women in 2018
20348,"Number of Rohingya fleeing from Myanmar to Bangladesh at 370,000:"
20349,"China facing intensified threat of religious infiltration, extremism:"
20350,United States says Cambodian accusations all false
20351,Ruling Nationals recover support in jittery New Zealand election campaign
20352,Turkish police detain 25 suspected Islamic State militants in Istanbul:
20353,Germany's Schaeuble eyes another run as finance minister
20354,"China's big banks halt services for North Koreans, tellers say"
20355,Leader of China's $9 billion Ezubao online scam gets life; 26 jailed
20356,"New Zealand Labour still wants TPP part, but only if it can ban foreign home ownership"
20357,Dancer who hid Peru rebel chief freed from prison after 25 years
20358,Turkey orders former intelligence personnel detained in Gulen probe:
20359,Philippine police halt drug tests after residents petition court
20360,Human Rights Watch says Saudi-led air strikes in Yemen are war crimes
20361,Japan PM Abe's ratings regain 50 percent amid North Korea security jitters
20362,"With 7.4 million without power, utility workers get respect"
20363, Over 7.4 million lose power from Irma in U.S. Southeast - utilities
20364,Guatemala president retains immunity from prosecution in graft probe
20365,"South Korea says North Korea must stop challenging peace, end nuclear program"
20366,Mexico president leads government response in quake zone
20367,Guatemalan president survives congressional vote on immunity
20368,Supreme Court justice temporarily preserves Trump refugee ban
20369,"Sweden, Britain seek U.N. meeting on situation in Myanmar"
20370,UK government confident of winning vote on Brexit legislation:
20371,"Hurricane Irma kills 10 in Cuba, Castro calls for unity"
20372,Russia sends 175 de-miners to Syria's Deir al-Zor:
20373,Japan PM says it's important to change North Korea's policy through stronger pressure
20374,"U.S. calls on Myanmar to stop violence, displacement of Rohingya"
20375,UK lawmakers back EU withdrawal bill at second reading
20376,UK lawmakers back government's proposed timetable for debate of EU withdrawal bill
20377,Tunisia parliament backs Chahed's new government
20378,Peru says expelling North Korean ambassador over nuclear program
20379,Caribbean residents fend off looters after Irma; Branson urges 'Marshall Plan'
20380,"Belgian mayor's throat slashed in cemetery, shocking country"
20381,Delta to cancel about 800 flights due to Irma
20382, Norway's close-fought election for parliament
20383,UK police charge serving soldiers over suspected far-right terrorism
20384,Saudi clerics detained in apparent bid to silence dissent
20385,"Exclusive: Iraq holding 1,400 foreign wives, children of suspected Islamic State fighters"
20386,Russia sanctions should be phased out if Ukraine ceasefire holds:
20387,White House adviser says return to Florida Keys may take weeks
20388,Pope says humanity will 'go down' if it does not address climate change
20389,Norway's right-wing government projected to win re-election
20390,Around one million rally for Catalan independence from Spain
20391,EPA exercises enforcement discretion for all Florida power plants
20392,"In volatile Kenya, MP and former senator detained over hate speech allegations"
20393,Russia urges U.S. to start finding way to resolve problems
20394,"Militant blast, gun attack kill 18 police in Egypt's Sinai"
20395,"Russia, Jordan agree to speed de-escalation zone in south Syria"
20396,YRC Worldwide says multiple terminals closed in U.S. Southeast
20397,Turkey says U.S. indictment of former minister amounts to 'coup attempt'
20398,UK's May needs parliament to back deal with N.Irish party - campaigner
20399,German foreign minister equates far-right AfD party with Nazis
20400,"U.N. rights boss sees possible ""crimes against humanity"" in Venezuela"
20401,"After financial pledges, France urges Chad to hold elections"
20402,Spanish Red Cross physiotherapist killed in Afghanistan
20403,"British child sex-abuser, 102, sentenced for crimes from 1970s"
20404,Saakashvili plans to unite Ukraine opposition against president
20405,Afghanistan will never again be militant sanctuary:
20406,One person killed by car bomb attack in Somalia's capital
20407,Pakistan PM warns U.S. sanctions would be counter-productive
20408,U.N. brands Myanmar violence a 'textbook' example of ethnic cleansing
20409,"Bangladesh seeks support to move fleeing Rohingya to remote, flood-prone island"
20410,Merkel backs tougher U.N. sanctions against North Korea call with Putin
20411,Putin tells Merkel U.N. peacekeepers could be deployed not only on Donbass contact line
20412,"Suicide bomber attacks NATO convoy in Afghanistan, some wounded"
20413,German women ask Merkel for more support after vote
20414,"Russian, German leaders condemn North Korea's ignoring of U.N. resolutions"
20415,"Irma severely damages Cuban sugar industry, crop:"
20416,Polish legal experts say Poland can demand German reparations
20417,U.N. nuclear watchdog chief says Iran playing by the rules
20418,Azeri court releases head of independent Azeri news agency
20419,"Tribal clashes, political void threaten oil installations in Iraq's south"
